clip_stem,vid,match,set_id,rally,ball_round,raw_type_en,player_side,split_v2,split_bst_baseline,aroundhead,backhand,frame_num,shuttle_start_f,shuttle_end_f
21_2_3_2,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,3,2,net_shot,Top,train,train,0.0,0.0,62232,62214,62271
21_2_3_3,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,3,3,lob,Bottom,train,train,0.0,0.0,62264,62232,62316
21_2_3_4,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,3,4,smash,Top,train,train,0.0,0.0,62318,62273,62340
21_2_3_5,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,3,5,return_net,Bottom,train,train,0.0,0.0,62333,62318,62348
21_2_4_1,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,4,1,short_service,Top,train,train,0.0,0.0,63244,63229,63279
21_2_4_2,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,4,2,net_shot,Bottom,train,train,0.0,1.0,63272,63244,63311
21_2_4_3,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,4,3,net_shot,Top,train,train,0.0,0.0,63304,63272,63319
21_2_5_1,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,5,1,unknown,Bottom,,train,,,63766,63751,63818
21_2_5_2,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,5,2,lob,Top,train,train,0.0,1.0,63875,63830,63927
21_2_5_3,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,5,3,wrist_smash,Bottom,train,train,0.0,0.0,63978,63933,64008
21_2_5_4,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,5,4,cross_court_net_shot,Top,train,train,0.0,1.0,64001,63978,64038
21_2_5_5,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,5,5,net_shot,Bottom,train,train,0.0,1.0,64031,64001,64066
21_2_5_6,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,5,6,cross_court_net_shot,Top,train,train,0.0,0.0,64059,64031,64074
21_2_6_1,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,6,1,unknown,Bottom,,train,,,64600,64585,64646
21_2_6_2,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,6,2,defensive_return_lob,Top,train,train,0.0,0.0,64639,64600,64668
21_2_6_3,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,6,3,smash,Bottom,train,train,1.0,0.0,64661,64639,64686
21_2_6_4,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,6,4,return_net,Top,train,train,0.0,0.0,64679,64661,64709
21_2_6_5,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,6,5,net_shot,Bottom,train,train,0.0,1.0,64702,64679,64743
21_2_6_6,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,6,6,lob,Top,train,train,0.0,0.0,64736,64702,64788
21_2_6_7,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,6,7,smash,Bottom,train,train,0.0,0.0,64785,64740,64807
21_2_6_8,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,6,8,cross_court_net_shot,Top,train,train,0.0,0.0,64800,64785,64815
21_2_7_1,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,7,1,short_service,Bottom,train,train,0.0,1.0,65443,65428,65474
21_2_7_2,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,7,2,push,Top,train,train,0.0,0.0,65467,65443,65514
21_2_7_3,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,7,3,smash,Bottom,train,train,0.0,0.0,65507,65467,65531
21_2_7_4,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,7,4,cross_court_net_shot,Top,train,train,0.0,1.0,65524,65507,65539
21_2_8_1,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,8,1,unknown,Bottom,,train,,,66268,66253,66320
21_2_8_2,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,8,2,lob,Top,train,train,0.0,0.0,66415,66370,66451
21_2_8_3,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,8,3,smash,Bottom,train,train,0.0,0.0,66444,66415,66459
21_2_9_1,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,9,1,long_service,Top,train,train,0.0,0.0,67123,67108,67175
21_2_9_2,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,9,2,smash,Bottom,train,train,0.0,0.0,67180,67135,67207
21_2_9_3,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,9,3,return_net,Top,train,train,0.0,1.0,67200,67180,67234
21_2_9_4,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,9,4,lob,Bottom,train,train,0.0,1.0,67227,67200,67266
21_2_9_5,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,9,5,clear,Top,train,train,1.0,0.0,67259,67227,67306
21_2_9_6,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,9,6,smash,Bottom,train,train,0.0,0.0,67299,67259,67328
21_2_9_7,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,9,7,net_shot,Top,train,train,0.0,0.0,67321,67299,67360
21_2_9_8,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,9,8,net_shot,Bottom,train,train,0.0,1.0,67353,67321,67368
21_2_10_1,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,10,1,unknown,Bottom,,train,,,68019,68004,68071
21_2_10_2,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,10,2,defensive_return_lob,Top,train,train,0.0,1.0,68099,68054,68135
21_2_10_3,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,10,3,wrist_smash,Bottom,train,train,0.0,0.0,68128,68099,68153
21_2_10_4,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,10,4,cross_court_net_shot,Top,train,train,0.0,1.0,68146,68128,68182
21_2_10_5,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,10,5,push,Bottom,train,train,0.0,1.0,68175,68146,68193
21_2_10_6,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,10,6,return_net,Top,train,train,0.0,1.0,68186,68175,68217
21_2_10_7,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,10,7,net_shot,Bottom,train,train,0.0,0.0,68210,68186,68243
21_2_10_8,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,10,8,lob,Top,train,train,0.0,1.0,68236,68210,68288
21_2_10_9,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,10,9,drop,Bottom,train,train,0.0,0.0,68299,68254,68335
21_2_10_10,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,10,10,net_shot,Top,train,train,0.0,0.0,68328,68299,68358
21_2_10_11,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,10,11,lob,Bottom,train,train,0.0,1.0,68351,68328,68366
21_2_11_1,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,11,1,unknown,Bottom,,train,,,69747,69732,69799
21_2_11_2,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,11,2,cross_court_net_shot,Top,train,train,0.0,1.0,70089,70044,70136
21_2_11_3,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,11,3,net_shot,Bottom,train,train,0.0,1.0,70129,70089,70167
21_2_11_4,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,11,4,lob,Top,train,train,0.0,0.0,70160,70129,70212
21_2_11_5,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,11,5,smash,Bottom,train,train,0.0,0.0,70218,70173,70252
21_2_11_6,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,11,6,defensive_return_drive,Top,train,train,0.0,0.0,70245,70218,70268
21_2_11_7,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,11,7,drop,Bottom,train,train,0.0,1.0,70261,70245,70290
21_2_11_8,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,11,8,push,Top,train,train,0.0,0.0,70283,70261,70322
21_2_11_9,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,11,9,drop,Bottom,train,train,0.0,0.0,70315,70283,70354
21_2_11_10,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,11,10,net_shot,Top,train,train,0.0,0.0,70347,70315,70362
21_2_12_1,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,12,1,unknown,Bottom,,train,,,71006,70991,71043
21_2_12_2,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,12,2,push,Top,train,train,0.0,1.0,71036,71006,71070
21_2_12_3,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,12,3,clear,Bottom,train,train,1.0,0.0,71063,71036,71101
21_2_12_4,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,12,4,drop,Top,train,train,0.0,0.0,71094,71063,71126
21_2_12_5,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,12,5,lob,Bottom,train,train,0.0,0.0,71119,71094,71159
21_2_12_6,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,12,6,smash,Top,train,train,1.0,0.0,71152,71119,71167
21_2_13_1,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,13,1,long_service,Top,train,train,0.0,0.0,71876,71861,71928
21_2_13_2,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,13,2,clear,Bottom,train,train,0.0,0.0,71926,71881,71964
21_2_13_3,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,13,3,clear,Top,train,train,1.0,0.0,71957,71926,71978
21_2_13_4,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,13,4,return_net,Bottom,train,train,0.0,0.0,71971,71957,72002
21_2_13_5,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,13,5,net_shot,Top,train,train,0.0,1.0,71995,71971,72029
21_2_13_6,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,13,6,lob,Bottom,train,train,0.0,0.0,72022,71995,72074
21_2_13_7,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,13,7,smash,Top,train,train,0.0,0.0,72084,72039,72111
21_2_13_8,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,13,8,defensive_return_drive,Bottom,train,train,0.0,1.0,72104,72084,72128
21_2_13_9,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,13,9,drive,Top,train,train,0.0,1.0,72121,72104,72136
21_2_14_1,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,14,1,unknown,Bottom,,train,,,72678,72663,72708
21_2_14_2,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,14,2,net_shot,Top,train,train,0.0,1.0,72701,72678,72735
21_2_14_3,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,14,3,push,Bottom,train,train,0.0,1.0,72728,72701,72755
21_2_14_4,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,14,4,wrist_smash,Top,train,train,1.0,0.0,72748,72728,72763
21_2_15_1,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,15,1,unknown,Bottom,,train,,,73275,73260,73327
21_2_15_2,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,15,2,lob,Top,train,train,0.0,1.0,73381,73336,73433
21_2_15_3,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,15,3,clear,Bottom,train,train,0.0,0.0,73457,73412,73496
21_2_15_4,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,15,4,clear,Top,train,train,0.0,0.0,73489,73457,73519
21_2_15_5,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,15,5,smash,Bottom,train,train,1.0,0.0,73512,73489,73541
21_2_15_6,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,15,6,return_net,Top,train,train,0.0,1.0,73534,73512,73568
21_2_15_7,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,15,7,lob,Bottom,train,train,0.0,0.0,73561,73534,73613
21_2_15_8,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,15,8,drop,Top,train,train,0.0,0.0,73609,73564,73644
21_2_15_9,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,15,9,lob,Bottom,train,train,0.0,1.0,73637,73609,73685
21_2_15_10,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,15,10,clear,Top,train,train,0.0,0.0,73678,73637,73715
21_2_15_11,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,15,11,clear,Bottom,train,train,1.0,0.0,73708,73678,73750
21_2_15_12,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,15,12,smash,Top,train,train,0.0,0.0,73743,73708,73770
21_2_15_13,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,15,13,return_net,Bottom,train,train,0.0,0.0,73763,73743,73801
21_2_15_14,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,15,14,push,Top,train,train,0.0,1.0,73794,73763,73822
21_2_15_15,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,15,15,smash,Bottom,train,train,1.0,0.0,73815,73794,73830
21_2_16_1,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,16,1,unknown,Bottom,,train,,,74876,74861,74928
21_2_16_2,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,16,2,cross_court_net_shot,Top,train,train,0.0,0.0,74958,74913,74993
21_2_16_3,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,16,3,net_shot,Bottom,train,train,0.0,0.0,74986,74958,75001
21_2_17_1,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,17,1,long_service,Top,train,train,0.0,0.0,75718,75703,75770
21_2_17_2,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,17,2,clear,Bottom,train,train,0.0,0.0,75781,75736,75826
21_2_17_3,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,17,3,clear,Top,train,train,1.0,0.0,75819,75781,75863
21_2_17_4,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,17,4,clear,Bottom,train,train,0.0,0.0,75856,75819,75892
21_2_17_5,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,17,5,smash,Top,train,train,1.0,0.0,75885,75856,75900
21_2_18_1,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,18,1,unknown,Bottom,,train,,,76406,76391,76458
21_2_18_2,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,18,2,return_net,Top,train,train,0.0,1.0,76510,76465,76535
21_2_18_3,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,18,3,rush,Bottom,train,train,0.0,0.0,76528,76510,76550
21_2_18_4,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,18,4,defensive_return_drive,Top,train,train,0.0,1.0,76543,76528,76566
21_2_18_5,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,18,5,rush,Bottom,train,train,1.0,0.0,76559,76543,76577
21_2_18_6,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,18,6,defensive_return_drive,Top,train,train,0.0,1.0,76570,76559,76585
21_2_19_1,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,19,1,short_service,Bottom,train,train,0.0,1.0,77465,77450,77499
21_2_19_2,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,19,2,net_shot,Top,train,train,0.0,1.0,77492,77465,77524
21_2_19_3,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,19,3,lob,Bottom,train,train,0.0,1.0,77517,77492,77563
21_2_19_4,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,19,4,smash,Top,train,train,0.0,0.0,77556,77517,77581
21_2_19_5,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,19,5,return_net,Bottom,train,train,0.0,1.0,77574,77556,77606
21_2_19_6,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,19,6,net_shot,Top,train,train,0.0,1.0,77599,77574,77631
21_2_19_7,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,19,7,net_shot,Bottom,train,train,0.0,1.0,77624,77599,77659
21_2_19_8,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,19,8,net_shot,Top,train,train,0.0,0.0,77652,77624,77685
21_2_19_9,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,19,9,lob,Bottom,train,train,0.0,1.0,77678,77652,77729
21_2_19_10,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,19,10,clear,Top,train,train,0.0,0.0,77722,77678,77756
21_2_19_11,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,19,11,clear,Bottom,train,train,0.0,0.0,77749,77722,77801
21_2_19_12,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,19,12,smash,Top,train,train,0.0,0.0,77796,77751,77821
21_2_19_13,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,19,13,return_net,Bottom,train,train,0.0,1.0,77814,77796,77849
21_2_19_14,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,19,14,cross_court_net_shot,Top,train,train,0.0,0.0,77842,77814,77879
21_2_19_15,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,19,15,net_shot,Bottom,train,train,0.0,0.0,77872,77842,77908
21_2_19_16,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,19,16,cross_court_net_shot,Top,train,train,0.0,1.0,77901,77872,77938
21_2_19_17,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,19,17,rush,Bottom,train,train,0.0,1.0,77931,77901,77945
21_2_19_18,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,19,18,defensive_return_drive,Top,train,train,1.0,0.0,77938,77931,77953
21_2_20_1,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,20,1,long_service,Top,train,train,0.0,0.0,79355,79340,79407
21_2_20_2,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,20,2,smash,Bottom,train,train,0.0,0.0,79419,79374,79447
21_2_20_3,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,20,3,cross_court_net_shot,Top,train,train,0.0,1.0,79440,79419,79477
21_2_20_4,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,20,4,lob,Bottom,train,train,0.0,1.0,79470,79440,79522
21_2_20_5,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,20,5,smash,Top,train,train,0.0,0.0,79515,79470,79537
21_2_20_6,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,20,6,return_net,Bottom,train,train,0.0,1.0,79530,79515,79567
21_2_20_7,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,20,7,cross_court_net_shot,Top,train,train,0.0,0.0,79560,79530,79594
21_2_20_8,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,20,8,net_shot,Bottom,train,train,0.0,0.0,79587,79560,79621
21_2_20_9,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,20,9,cross_court_net_shot,Top,train,train,0.0,1.0,79614,79587,79656
21_2_20_10,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,20,10,net_shot,Bottom,train,train,0.0,1.0,79649,79614,79664
21_2_21_1,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,21,1,short_service,Top,train,train,0.0,0.0,80377,80362,80414
21_2_21_2,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,21,2,lob,Bottom,train,train,0.0,0.0,80407,80377,80448
21_2_21_3,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,21,3,smash,Top,train,train,1.0,0.0,80441,80407,80466
21_2_21_4,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,21,4,return_net,Bottom,train,train,0.0,1.0,80459,80441,80502
21_2_21_5,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,21,5,net_shot,Top,train,train,0.0,0.0,80495,80459,80529
21_2_21_6,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,21,6,lob,Bottom,train,train,0.0,1.0,80522,80495,80574
21_2_21_7,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,21,7,smash,Top,train,train,0.0,0.0,80570,80525,80595
21_2_21_8,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,21,8,return_net,Bottom,train,train,0.0,1.0,80588,80570,80621
21_2_21_9,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,21,9,push,Top,train,train,0.0,0.0,80614,80588,80629
21_2_22_1,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,22,1,short_service,Bottom,train,train,0.0,1.0,82847,82832,82879
21_2_22_2,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,22,2,push,Top,train,train,0.0,0.0,82872,82847,82919
21_2_22_3,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,22,3,drop,Bottom,train,train,0.0,0.0,82912,82872,82942
21_2_22_4,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,22,4,rush,Top,train,train,0.0,1.0,82935,82912,82959
21_2_22_5,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,22,5,defensive_return_drive,Bottom,train,train,0.0,0.0,82952,82935,82967
21_2_23_1,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,23,1,long_service,Top,train,train,0.0,0.0,83535,83520,83587
21_2_23_2,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,23,2,clear,Bottom,train,train,0.0,0.0,83598,83553,83641
21_2_23_3,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,23,3,smash,Top,train,train,0.0,0.0,83634,83598,83656
21_2_23_4,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,23,4,return_net,Bottom,train,train,0.0,1.0,83649,83634,83684
21_2_23_5,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,23,5,cross_court_net_shot,Top,train,train,0.0,0.0,83677,83649,83708
21_2_23_6,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,23,6,net_shot,Bottom,train,train,0.0,0.0,83701,83677,83740
21_2_23_7,21,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set2,23,7,lob,Top,train,train,0.0,1.0,83733,83701,83785
